GRID_TYPE,GAME_ID,GAME_EVENT_ID,PLAYER_ID,PLAYER_NAME,TEAM_ID,TEAM_NAME,PERIOD,MINUTES_REMAINING,SECONDS_REMAINING,EVENT_TYPE,ACTION_TYPE,SHOT_TYPE,SHOT_ZONE_BASIC,SHOT_ZONE_AREA,SHOT_ZONE_RANGE,SHOT_DISTANCE,LOC_X,LOC_Y,SHOT_ATTEMPTED_FLAG,SHOT_MADE_FLAG,GAME_DATE,HTM,VTM
Shot Chart Detail,0041700136,216,2544,LeBron James,1610612739,Cleveland Cavaliers,2,4,55,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-2,17,1,1,20180427,IND,CLE
Shot Chart Detail,0041700136,244,2544,LeBron James,1610612739,Cleveland Cavaliers,2,2,57,Made Shot,Turnaround Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,16,-122,108,1,1,20180427,IND,CLE
Shot Chart Detail,0041700136,303,2544,LeBron James,1610612739,Cleveland Cavaliers,3,10,23,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,16,163,44,1,0,20180427,IND,CLE
Shot Chart Detail,0041700136,324,2544,LeBron James,1610612739,Cleveland Cavaliers,3,8,45,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,5,-9,58,1,0,20180427,IND,CLE
Shot Chart Detail,0041700136,330,2544,LeBron James,1610612739,Cleveland Cavaliers,3,8,7,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,18,-5,189,1,1,20180427,IND,CLE
Shot Chart Detail,0041700136,345,2544,LeBron James,1610612739,Cleveland Cavaliers,3,7,12,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,20,-199,31,1,0,20180427,IND,CLE
Shot Chart Detail,0041700136,375,2544,LeBron James,1610612739,Cleveland Cavaliers,3,3,59,Made Shot,Step Back Jump shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,233,31,1,1,20180427,IND,CLE
Shot Chart Detail,0041700136,377,2544,LeBron James,1610612739,Cleveland Cavaliers,3,3,13,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-166,228,1,1,20180427,IND,CLE
Shot Chart Detail,0041700136,384,2544,LeBron James,1610612739,Cleveland Cavaliers,3,2,29,Missed Shot,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,23,-109,205,1,0,20180427,IND,CLE
Shot Chart Detail,0041700136,412,2544,LeBron James,1610612739,Cleveland Cavaliers,3,0,34,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Left Side(L),8-16 ft.,8,-68,54,1,0,20180427,IND,CLE
Shot Chart Detail,0041700136,414,2544,LeBron James,1610612739,Cleveland Cavaliers,3,0,30,Missed Shot,Jump Shot,3PT Field Goal,Left Corner 3,Left Side(L),24+ ft.,22,-225,8,1,0,20180427,IND,CLE
Shot Chart Detail,0041700137,16,2544,LeBron James,1610612739,Cleveland Cavaliers,1,10,35,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-3,-3,1,1,20180429,CLE,IND
Shot Chart Detail,0041700137,34,2544,LeBron James,1610612739,Cleveland Cavaliers,1,8,45,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-1,2,1,1,20180429,CLE,IND
Shot Chart Detail,0041700137,93,2544,LeBron James,1610612739,Cleveland Cavaliers,1,3,27,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,20,-127,160,1,1,20180429,CLE,IND
Shot Chart Detail,0041700137,105,2544,LeBron James,1610612739,Cleveland Cavaliers,1,2,33,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,19,-89,172,1,1,20180429,CLE,IND
Shot Chart Detail,0041700137,136,2544,LeBron James,1610612739,Cleveland Cavaliers,1,0,0,Made Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,22,-11,225,1,1,20180429,CLE,IND
Shot Chart Detail,0041700137,142,2544,LeBron James,1610612739,Cleveland Cavaliers,2,11,17,Made Shot,Driving Floating Jump Shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,13,-96,91,1,1,20180429,CLE,IND
Shot Chart Detail,0041700137,150,2544,LeBron James,1610612739,Cleveland Cavaliers,2,10,9,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,-43,151,1,1,20180429,CLE,IND
Shot Chart Detail,0041700137,195,2544,LeBron James,1610612739,Cleveland Cavaliers,2,6,17,Missed Shot,Putback Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-14,7,1,0,20180429,CLE,IND
Shot Chart Detail,0041700137,211,2544,LeBron James,1610612739,Cleveland Cavaliers,2,4,34,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-1,5,1,1,20180429,CLE,IND
Shot Chart Detail,0041700137,213,2544,LeBron James,1610612739,Cleveland Cavaliers,2,4,9,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-2,0,1,1,20180429,CLE,IND
Shot Chart Detail,0041700137,217,2544,LeBron James,1610612739,Cleveland Cavaliers,2,3,40,Missed Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,8,6,1,0,20180429,CLE,IND
Shot Chart Detail,0041700137,219,2544,LeBron James,1610612739,Cleveland Cavaliers,2,3,40,Made Shot,Tip Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,-6,1,1,20180429,CLE,IND
Shot Chart Detail,0041700137,232,2544,LeBron James,1610612739,Cleveland Cavaliers,2,3,8,Made Shot,Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,14,136,42,1,1,20180429,CLE,IND
Shot Chart Detail,0041700137,234,2544,LeBron James,1610612739,Cleveland Cavaliers,2,2,19,Missed Shot,Jump Bank Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,135,68,1,0,20180429,CLE,IND
Shot Chart Detail,0041700137,250,2544,LeBron James,1610612739,Cleveland Cavaliers,2,0,42,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,22,-87,206,1,0,20180429,CLE,IND
Shot Chart Detail,0041700137,264,2544,LeBron James,1610612739,Cleveland Cavaliers,2,0,8,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,0,8,1,0,20180429,CLE,IND
Shot Chart Detail,0041700137,302,2544,LeBron James,1610612739,Cleveland Cavaliers,3,9,39,Missed Shot,Step Back Jump shot,2PT Field Goal,Mid-Range,Center(C),8-16 ft.,15,-2,159,1,0,20180429,CLE,IND
Shot Chart Detail,0041700137,308,2544,LeBron James,1610612739,Cleveland Cavaliers,3,9,18,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,17,-89,155,1,0,20180429,CLE,IND
Shot Chart Detail,0041700137,378,2544,LeBron James,1610612739,Cleveland Cavaliers,3,4,22,Made Shot,Cutting Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,11,-6,1,1,20180429,CLE,IND
Shot Chart Detail,0041700137,382,2544,LeBron James,1610612739,Cleveland Cavaliers,3,3,36,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-155,198,1,1,20180429,CLE,IND
Shot Chart Detail,0041700137,397,2544,LeBron James,1610612739,Cleveland Cavaliers,3,1,46,Made Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,5,256,1,1,20180429,CLE,IND
Shot Chart Detail,0041700137,531,2544,LeBron James,1610612739,Cleveland Cavaliers,4,5,28,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,20,1,1,1,20180429,CLE,IND
Shot Chart Detail,0041700137,557,2544,LeBron James,1610612739,Cleveland Cavaliers,4,3,21,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,25,-156,197,1,0,20180429,CLE,IND
Shot Chart Detail,0041700137,583,2544,LeBron James,1610612739,Cleveland Cavaliers,4,1,7,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,16,-156,64,1,0,20180429,CLE,IND
Shot Chart Detail,0041700137,600,2544,LeBron James,1610612739,Cleveland Cavaliers,4,0,30,Made Shot,Cutting Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,14,11,1,1,20180429,CLE,IND
Shot Chart Detail,0041700201,21,2544,LeBron James,1610612739,Cleveland Cavaliers,1,9,52,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-4,4,1,1,20180501,TOR,CLE
Shot Chart Detail,0041700201,69,2544,LeBron James,1610612739,Cleveland Cavaliers,1,5,53,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,22,103,1,0,20180501,TOR,CLE
Shot Chart Detail,0041700201,83,2544,LeBron James,1610612739,Cleveland Cavaliers,1,4,52,Made Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,14,-4,1,1,20180501,TOR,CLE
Shot Chart Detail,0041700201,98,2544,LeBron James,1610612739,Cleveland Cavaliers,1,3,55,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,12,-120,26,1,1,20180501,TOR,CLE
Shot Chart Detail,0041700201,101,2544,LeBron James,1610612739,Cleveland Cavaliers,1,3,31,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,-25,101,1,0,20180501,TOR,CLE
Shot Chart Detail,0041700201,190,2544,LeBron James,1610612739,Cleveland Cavaliers,2,8,42,Made Shot,Turnaround Hook Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,4,-11,45,1,1,20180501,TOR,CLE
Shot Chart Detail,0041700201,240,2544,LeBron James,1610612739,Cleveland Cavaliers,2,5,28,Made Shot,Driving Reverse Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,9,0,1,1,20180501,TOR,CLE
Shot Chart Detail,0041700201,264,2544,LeBron James,1610612739,Cleveland Cavaliers,2,3,32,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,24,-178,164,1,0,20180501,TOR,CLE
Shot Chart Detail,0041700201,325,2544,LeBron James,1610612739,Cleveland Cavaliers,3,9,57,Made Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,17,154,75,1,1,20180501,TOR,CLE
Shot Chart Detail,0041700201,328,2544,LeBron James,1610612739,Cleveland Cavaliers,3,9,18,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),16-24 ft.,17,173,34,1,0,20180501,TOR,CLE
Shot Chart Detail,0041700201,348,2544,LeBron James,1610612739,Cleveland Cavaliers,3,7,26,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,12,120,38,1,1,20180501,TOR,CLE
Shot Chart Detail,0041700201,360,2544,LeBron James,1610612739,Cleveland Cavaliers,3,6,13,Missed Shot,Running Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,28,-112,265,1,0,20180501,TOR,CLE
Shot Chart Detail,0041700201,378,2544,LeBron James,1610612739,Cleveland Cavaliers,3,5,21,Made Shot,Alley Oop Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,2,15,1,1,20180501,TOR,CLE
Shot Chart Detail,0041700201,391,2544,LeBron James,1610612739,Cleveland Cavaliers,3,4,28,Made Shot,Running Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,16,2,1,1,20180501,TOR,CLE
Shot Chart Detail,0041700201,402,2544,LeBron James,1610612739,Cleveland Cavaliers,3,3,52,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,8,-17,83,1,0,20180501,TOR,CLE
Shot Chart Detail,0041700201,477,2544,LeBron James,1610612739,Cleveland Cavaliers,4,11,27,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-23,8,1,0,20180501,TOR,CLE
Shot Chart Detail,0041700201,479,2544,LeBron James,1610612739,Cleveland Cavaliers,4,11,7,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,26,-217,147,1,0,20180501,TOR,CLE
Shot Chart Detail,0041700201,489,2544,LeBron James,1610612739,Cleveland Cavaliers,4,10,9,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,53,262,1,0,20180501,TOR,CLE
Shot Chart Detail,0041700201,533,2544,LeBron James,1610612739,Cleveland Cavaliers,4,6,53,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,3,25,18,1,0,20180501,TOR,CLE
Shot Chart Detail,0041700201,540,2544,LeBron James,1610612739,Cleveland Cavaliers,4,6,34,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center(LC),24+ ft.,27,-141,232,1,0,20180501,TOR,CLE
Shot Chart Detail,0041700201,559,2544,LeBron James,1610612739,Cleveland Cavaliers,4,4,48,Made Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center(RC),24+ ft.,27,112,249,1,1,20180501,TOR,CLE
Shot Chart Detail,0041700201,586,2544,LeBron James,1610612739,Cleveland Cavaliers,4,2,51,Missed Shot,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,27,37,277,1,0,20180501,TOR,CLE
Shot Chart Detail,0041700201,590,2544,LeBron James,1610612739,Cleveland Cavaliers,4,2,9,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,9,-38,88,1,0,20180501,TOR,CLE
Shot Chart Detail,0041700201,609,2544,LeBron James,1610612739,Cleveland Cavaliers,4,1,32,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-2,8,1,1,20180501,TOR,CLE
Shot Chart Detail,0041700201,620,2544,LeBron James,1610612739,Cleveland Cavaliers,4,0,30,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,11,111,22,1,1,20180501,TOR,CLE
Shot Chart Detail,0041700201,647,2544,LeBron James,1610612739,Cleveland Cavaliers,4,0,0,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,20,-136,155,1,0,20180501,TOR,CLE
Shot Chart Detail,0041700201,664,2544,LeBron James,1610612739,Cleveland Cavaliers,5,3,41,Missed Shot,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),Less Than 8 ft.,6,-3,63,1,0,20180501,TOR,CLE
Shot Chart Detail,0041700201,678,2544,LeBron James,1610612739,Cleveland Cavaliers,5,2,21,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,12,107,70,1,0,20180501,TOR,CLE
Shot Chart Detail,0041700201,695,2544,LeBron James,1610612739,Cleveland Cavaliers,5,1,4,Missed Shot,Driving Bank Hook Shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,8,81,11,1,0,20180501,TOR,CLE
Shot Chart Detail,0041700201,711,2544,LeBron James,1610612739,Cleveland Cavaliers,5,0,16,Missed Shot,Jump Bank Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,-5,267,1,0,20180501,TOR,CLE
Shot Chart Detail,0041700202,25,2544,LeBron James,1610612739,Cleveland Cavaliers,1,9,55,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-11,4,1,1,20180503,TOR,CLE
Shot Chart Detail,0041700202,60,2544,LeBron James,1610612739,Cleveland Cavaliers,1,6,46,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,16,-161,1,1,0,20180503,TOR,CLE
Shot Chart Detail,0041700202,181,2544,LeBron James,1610612739,Cleveland Cavaliers,2,9,35,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-14,5,1,1,20180503,TOR,CLE
Shot Chart Detail,0041700202,236,2544,LeBron James,1610612739,Cleveland Cavaliers,2,5,33,Made Shot,Driving Floating Bank Jump Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,18,9,1,1,20180503,TOR,CLE
Shot Chart Detail,0041700202,256,2544,LeBron James,1610612739,Cleveland Cavaliers,2,3,24,Made Shot,Driving Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,6,-4,1,1,20180503,TOR,CLE
Shot Chart Detail,0041700202,260,2544,LeBron James,1610612739,Cleveland Cavaliers,2,2,39,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,13,5,1,1,20180503,TOR,CLE
Shot Chart Detail,0041700202,274,2544,LeBron James,1610612739,Cleveland Cavaliers,2,2,6,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,27,-4,1,0,20180503,TOR,CLE
Shot Chart Detail,0041700202,292,2544,LeBron James,1610612739,Cleveland Cavaliers,2,0,59,Missed Shot,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-18,0,1,0,20180503,TOR,CLE
Shot Chart Detail,0041700202,310,2544,LeBron James,1610612739,Cleveland Cavaliers,2,0,1,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,19,5,198,1,1,20180503,TOR,CLE
Shot Chart Detail,0041700202,328,2544,LeBron James,1610612739,Cleveland Cavaliers,3,11,16,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,21,-71,205,1,1,20180503,TOR,CLE
Shot Chart Detail,0041700202,331,2544,LeBron James,1610612739,Cleveland Cavaliers,3,10,44,Missed Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,20,48,197,1,0,20180503,TOR,CLE
Shot Chart Detail,0041700202,354,2544,LeBron James,1610612739,Cleveland Cavaliers,3,8,34,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-14,6,1,1,20180503,TOR,CLE
Shot Chart Detail,0041700202,388,2544,LeBron James,1610612739,Cleveland Cavaliers,3,5,32,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,16,12,1,0,20180503,TOR,CLE
Shot Chart Detail,0041700202,394,2544,LeBron James,1610612739,Cleveland Cavaliers,3,5,5,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-8,10,1,1,20180503,TOR,CLE
Shot Chart Detail,0041700202,398,2544,LeBron James,1610612739,Cleveland Cavaliers,3,4,47,Made Shot,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,2,-1,26,1,1,20180503,TOR,CLE
Shot Chart Detail,0041700202,413,2544,LeBron James,1610612739,Cleveland Cavaliers,3,3,35,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,15,124,88,1,1,20180503,TOR,CLE
Shot Chart Detail,0041700202,416,2544,LeBron James,1610612739,Cleveland Cavaliers,3,2,47,Made Shot,Fadeaway Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,28,35,279,1,1,20180503,TOR,CLE
Shot Chart Detail,0041700202,419,2544,LeBron James,1610612739,Cleveland Cavaliers,3,2,10,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,6,10,1,1,20180503,TOR,CLE
Shot Chart Detail,0041700202,421,2544,LeBron James,1610612739,Cleveland Cavaliers,3,1,21,Missed Shot,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,26,63,253,1,0,20180503,TOR,CLE
Shot Chart Detail,0041700202,466,2544,LeBron James,1610612739,Cleveland Cavaliers,4,10,26,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,18,138,116,1,1,20180503,TOR,CLE
Shot Chart Detail,0041700202,469,2544,LeBron James,1610612739,Cleveland Cavaliers,4,9,50,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Right Side Center(RC),16-24 ft.,19,71,180,1,1,20180503,TOR,CLE
Shot Chart Detail,0041700202,476,2544,LeBron James,1610612739,Cleveland Cavaliers,4,8,57,Made Shot,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side(L),8-16 ft.,14,-147,15,1,1,20180503,TOR,CLE
Shot Chart Detail,0041700202,484,2544,LeBron James,1610612739,Cleveland Cavaliers,4,8,30,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,19,-159,106,1,0,20180503,TOR,CLE
Shot Chart Detail,0041700202,486,2544,LeBron James,1610612739,Cleveland Cavaliers,4,8,26,Missed Shot,Fadeaway Jump Shot,3PT Field Goal,Right Corner 3,Right Side(R),24+ ft.,23,233,-1,1,0,20180503,TOR,CLE
Shot Chart Detail,0041700202,489,2544,LeBron James,1610612739,Cleveland Cavaliers,4,8,2,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Center(C),16-24 ft.,16,-39,165,1,1,20180503,TOR,CLE
Shot Chart Detail,0041700202,515,2544,LeBron James,1610612739,Cleveland Cavaliers,4,6,18,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Left Side(L),16-24 ft.,16,-158,31,1,1,20180503,TOR,CLE
Shot Chart Detail,0041700202,518,2544,LeBron James,1610612739,Cleveland Cavaliers,4,5,38,Made Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Left Side Center(LC),16-24 ft.,19,-154,123,1,1,20180503,TOR,CLE
Shot Chart Detail,0041700202,536,2544,LeBron James,1610612739,Cleveland Cavaliers,4,3,42,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,14,136,58,1,0,20180503,TOR,CLE
Shot Chart Detail,0041700203,39,2544,LeBron James,1610612739,Cleveland Cavaliers,1,9,3,Made Shot,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-6,4,1,1,20180505,CLE,TOR
Shot Chart Detail,0041700203,53,2544,LeBron James,1610612739,Cleveland Cavaliers,1,7,38,Missed Shot,Turnaround Fadeaway shot,2PT Field Goal,Mid-Range,Right Side(R),8-16 ft.,13,128,32,1,0,20180505,CLE,TOR
Shot Chart Detail,0041700203,62,2544,LeBron James,1610612739,Cleveland Cavaliers,1,6,56,Made Shot,Running Reverse Dunk Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-16,-1,1,1,20180505,CLE,TOR
Shot Chart Detail,0041700203,81,2544,LeBron James,1610612739,Cleveland Cavaliers,1,5,29,Missed Shot,Fadeaway Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center(C),8-16 ft.,10,-36,102,1,0,20180505,CLE,TOR
Shot Chart Detail,0041700203,165,2544,LeBron James,1610612739,Cleveland Cavaliers,2,11,42,Missed Shot,Jump Shot,3PT Field Goal,Above the Break 3,Center(C),24+ ft.,25,-16,258,1,0,20180505,CLE,TOR
Shot Chart Detail,0041700203,180,2544,LeBron James,1610612739,Cleveland Cavaliers,2,10,17,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,2,7,1,1,20180505,CLE,TOR
Shot Chart Detail,0041700203,184,2544,LeBron James,1610612739,Cleveland Cavaliers,2,9,48,Made Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-7,5,1,1,20180505,CLE,TOR
Shot Chart Detail,0041700203,189,2544,LeBron James,1610612739,Cleveland Cavaliers,2,9,12,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-7,2,1,1,20180505,CLE,TOR
Shot Chart Detail,0041700203,203,2544,LeBron James,1610612739,Cleveland Cavaliers,2,8,13,Missed Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,0,11,1,0,20180505,CLE,TOR
Shot Chart Detail,0041700203,223,2544,LeBron James,1610612739,Cleveland Cavaliers,2,7,0,Missed Shot,Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,1,-6,17,1,0,20180505,CLE,TOR
Shot Chart Detail,0041700203,260,2544,LeBron James,1610612739,Cleveland Cavaliers,2,4,21,Made Shot,Driving Layup Shot,2PT Field Goal,Restricted Area,Center(C),Less Than 8 ft.,0,-6,7,1,1,20180505,CLE,TOR
